Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c2.all.v2024.1.Hs.symbols.gmt	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	6/427	9.631639e-03	7.084071e-02	3.777302e+00	1.753689e+01	PPP1R15A;ANKRD36B;TCIM;ATF3;MT-ND4;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	BORCZUK_MALIGNANT_MESOTHELIOMA_DN	1/106	3.630183e-01	4.614602e-01	3.344426e+00	3.388913e+00	NEAT1
c2.all.v2024.1.Hs.symbols.gmt	BORCZUK_MALIGNANT_MESOTHELIOMA_UP	2/310	3.788076e-01	4.737366e-01	1.909019e+00	1.853136e+00	DNAJA1;RPS15A
c2.all.v2024.1.Hs.symbols.gmt	BORLAK_LIVER_CANCER_EGF_UP	1/53	2.016727e-01	3.434199e-01	6.736898e+00	1.078651e+01	ATF3
c2.all.v2024.1.Hs.symbols.gmt	BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	2/69	3.466363e-02	1.575345e-01	8.821421e+00	2.965819e+01	MUC1;LCN2
c2.all.v2024.1.Hs.symbols.gmt	BOUDOUKHA_BOUND_BY_IGF2BP2	1/108	3.684290e-01	4.655014e-01	3.281905e+00	3.277006e+00	GAS5
c2.all.v2024.1.Hs.symbols.gmt	BOYAULT_LIVER_CANCER_SUBCLASS_G1_DN	1/40	1.562845e-01	3.038299e-01	8.959385e+00	1.662931e+01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	BOYLAN_MULTIPLE_MYELOMA_C_D_DN	5/276	6.409259e-03	5.182060e-02	4.940533e+00	2.494975e+01	LCN2;LTF;RSPH1;CP;LYZ
c2.all.v2024.1.Hs.symbols.gmt	BOYLAN_MULTIPLE_MYELOMA_C_D_UP	2/143	1.230803e-01	2.740804e-01	4.193964e+00	8.786011e+00	CFAP298;RPL23
c2.all.v2024.1.Hs.symbols.gmt	BOYLAN_MULTIPLE_MYELOMA_C_UP	1/50	1.914179e-01	3.321944e-01	7.146168e+00	1.181473e+01	GAS5
c2.all.v2024.1.Hs.symbols.gmt	BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN	1/37	1.454530e-01	2.960146e-01	9.697092e+00	1.869504e+01	RSPH1
c2.all.v2024.1.Hs.symbols.gmt	BOYLAN_MULTIPLE_MYELOMA_D_UP	1/92	3.238378e-01	4.305453e-01	3.858596e+00	4.350615e+00	NAPSA
c2.all.v2024.1.Hs.symbols.gmt	BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	4/122	1.810801e-03	2.052898e-02	9.223232e+00	5.823536e+01	CP;LYZ;LCN2;LTF
c2.all.v2024.1.Hs.symbols.gmt	BOYLAN_MULTIPLE_MYELOMA_PCA3_DN	1/71	2.605548e-01	3.835690e-01	5.012743e+00	6.741850e+00	RSPH1
c2.all.v2024.1.Hs.symbols.gmt	BOYLAN_MULTIPLE_MYELOMA_PCA3_UP	1/82	2.944010e-01	4.075119e-01	4.334011e+00	5.299683e+00	ATF3
c2.all.v2024.1.Hs.symbols.gmt	BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN	1/42	1.634300e-01	3.095469e-01	8.526835e+00	1.544526e+01	RPL3
c2.all.v2024.1.Hs.symbols.gmt	BROCKE_APOPTOSIS_REVERSED_BY_IL6	2/146	1.273057e-01	2.774918e-01	4.106331e+00	8.463822e+00	GADD45A;MUC1
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_12HR_UP	1/112	3.791143e-01	4.738361e-01	3.163593e+00	3.068425e+00	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_14HR_UP	1/156	4.854746e-01	5.613637e-01	2.263889e+00	1.635950e+00	SYNE2
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_18HR_UP	1/172	5.195017e-01	5.892771e-01	2.051184e+00	1.343290e+00	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_1HR_DN	1/218	6.054150e-01	6.601650e-01	1.613978e+00	8.099602e-01	PIP
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_1HR_UP	1/51	1.948505e-01	3.350851e-01	7.004342e+00	1.145576e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_20HR_UP	2/235	2.625253e-01	3.854743e-01	2.530876e+00	3.384813e+00	DNAJA1;LCN2
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_24HR_DN	1/145	4.607088e-01	5.411659e-01	2.437448e+00	1.888995e+00	UBB
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_24HR_UP	1/146	4.630082e-01	5.422993e-01	2.420585e+00	1.863876e+00	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_2HR_UP	2/40	1.247157e-02	8.365174e-02	1.548649e+01	6.789746e+01	ATF3;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_30MIN_UP	1/54	2.050624e-01	3.444123e-01	6.610675e+00	1.047423e+01	LCN2
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_48HR_DN	3/482	3.347167e-01	4.401332e-01	1.724662e+00	1.887592e+00	PIP;MUC1;RPL23
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_48HR_UP	1/180	5.356706e-01	6.033525e-01	1.959051e+00	1.222910e+00	ATF3
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_4HR_DN	2/252	2.892038e-01	4.038012e-01	2.357285e+00	2.924504e+00	GADD45A;PIP
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_4HR_UP	1/50	1.914179e-01	3.321944e-01	7.146168e+00	1.181473e+01	LCN2
c2.all.v2024.1.Hs.symbols.gmt	BROWNE_HCMV_INFECTION_8HR_UP	2/105	7.322290e-02	2.123128e-01	5.743700e+00	1.501545e+01	DNAJA1;LYZ
c2.all.v2024.1.Hs.symbols.gmt	BROWN_MYELOID_CELL_DEVELOPMENT_DN	3/133	1.898803e-02	1.086270e-01	6.439273e+00	2.552493e+01	GAS5;HSPH1;RPL23
c2.all.v2024.1.Hs.symbols.gmt	BROWN_MYELOID_CELL_DEVELOPMENT_UP	3/167	3.410535e-02	1.567043e-01	5.100453e+00	1.723087e+01	RACK1;NEAT1;LCN2
c2.all.v2024.1.Hs.symbols.gmt	BRUECKNER_TARGETS_OF_MIRLET7A3_DN	1/76	2.761341e-01	3.945313e-01	4.679711e+00	6.022174e+00	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	BRUINS_UVC_RESPONSE_LATE	4/1136	7.153190e-01	7.515729e-01	9.205591e-01	3.084118e-01	FTL;MMP10;CFAP298;HOATZ
c2.all.v2024.1.Hs.symbols.gmt	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A	4/899	5.318960e-01	6.007229e-01	1.177351e+00	7.432701e-01	ATF3;NEAT1;SYNE2;SFTPC
c2.all.v2024.1.Hs.symbols.gmt	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B	6/554	3.035236e-02	1.445549e-01	2.885698e+00	1.008517e+01	TMSB4X;CFAP298;LCN2;BPIFA1;HOATZ;GAS5
c2.all.v2024.1.Hs.symbols.gmt	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_C	2/91	5.701846e-02	1.926187e-01	6.646384e+00	1.903777e+01	LYZ;HSPH1
c2.all.v2024.1.Hs.symbols.gmt	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D	1/279	6.963209e-01	7.343404e-01	1.256953e+00	4.549476e-01	SCGB3A1
c2.all.v2024.1.Hs.symbols.gmt	BURTON_ADIPOGENESIS_11	1/52	1.982688e-01	3.398429e-01	6.868023e+00	1.111336e+01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	BURTON_ADIPOGENESIS_2	1/71	2.605548e-01	3.835690e-01	5.012743e+00	6.741850e+00	HSPH1
c2.all.v2024.1.Hs.symbols.gmt	BURTON_ADIPOGENESIS_6	1/191	5.570271e-01	6.220335e-01	1.845004e+00	1.079588e+00	LCN2
c2.all.v2024.1.Hs.symbols.gmt	BURTON_ADIPOGENESIS_PEAK_AT_0HR	2/64	3.019419e-02	1.441306e-01	9.529297e+00	3.335355e+01	NEAT1;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	BURTON_ADIPOGENESIS_PEAK_AT_24HR	1/44	1.705155e-01	3.170190e-01	8.134059e+00	1.438857e+01	LCN2
c2.all.v2024.1.Hs.symbols.gmt	BURTON_ADIPOGENESIS_PEAK_AT_2HR	1/46	1.775417e-01	3.214861e-01	7.775812e+00	1.344088e+01	PPP1R15A
c2.all.v2024.1.Hs.symbols.gmt	BURTON_ADIPOGENESIS_PEAK_AT_8HR	1/39	1.526892e-01	3.016190e-01	9.192513e+00	1.727596e+01	HSPH1
c2.all.v2024.1.Hs.symbols.gmt	BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN	1/647	9.384073e-01	9.465753e-01	5.323399e-01	3.384147e-02	TSPAN1
c2.all.v2024.1.Hs.symbols.gmt	BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP	11/822	7.074151e-04	1.069325e-02	3.612830e+00	2.620708e+01	PPP1R15A;GADD45A;HSPH1;AKAP9;ATF3;MMP10;HSP90AA1;DNAJA1;GOLGB1;FTL;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	BYSTROEM_CORRELATED_WITH_IL5_UP	1/41	1.598648e-01	3.051033e-01	8.737770e+00	1.602006e+01	NUCB2
c2.all.v2024.1.Hs.symbols.gmt	BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS	1/786	9.665248e-01	9.697791e-01	4.352996e-01	1.482123e-02	CP
c2.all.v2024.1.Hs.symbols.gmt	BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS	1/27	1.083448e-01	2.588857e-01	1.336243e+01	2.969714e+01	SFTPC
c2.all.v2024.1.Hs.symbols.gmt	CAFFAREL_RESPONSE_TO_THC_24HR_3_UP	1/8	3.339314e-02	1.542150e-01	4.725455e+01	1.606373e+02	RPS2
c2.all.v2024.1.Hs.symbols.gmt	CAFFAREL_RESPONSE_TO_THC_24HR_5_DN	1/56	2.117989e-01	3.500892e-01	6.371875e+00	9.889900e+00	NEAT1
c2.all.v2024.1.Hs.symbols.gmt	CAFFAREL_RESPONSE_TO_THC_24HR_5_UP	2/33	8.605657e-03	6.530781e-02	1.893393e+01	9.003721e+01	RPS2;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	CAFFAREL_RESPONSE_TO_THC_8HR_5_DN	2/12	1.139667e-03	1.495185e-02	5.685586e+01	3.853132e+02	DNAJA1;HSPH1
c2.all.v2024.1.Hs.symbols.gmt	CAFFAREL_RESPONSE_TO_THC_8HR_5_UP	2/15	1.798165e-03	2.049711e-02	4.421522e+01	2.794839e+02	NEAT1;GOLGB1
c2.all.v2024.1.Hs.symbols.gmt	CAFFAREL_RESPONSE_TO_THC_DN	2/32	8.106295e-03	6.286146e-02	1.955560e+01	9.416247e+01	DNAJA1;HSPH1
c2.all.v2024.1.Hs.symbols.gmt	CAFFAREL_RESPONSE_TO_THC_UP	3/32	3.339214e-04	5.617420e-03	2.861656e+01	2.290643e+02	NEAT1;RPS2;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	CAIRO_HEPATOBLASTOMA_CLASSES_UP	8/612	4.453757e-03	3.987355e-02	3.494088e+00	1.891702e+01	RPL10A;RPL28;RPL37A;RPL15;RACK1;RPL23;RPS3;RPL18A
c2.all.v2024.1.Hs.symbols.gmt	CAIRO_HEPATOBLASTOMA_POOR_SURVIVAL	1/16	6.568265e-02	2.009003e-01	2.285682e+01	6.223731e+01	RPL10A
c2.all.v2024.1.Hs.symbols.gmt	CAIRO_HEPATOBLASTOMA_UP	1/213	5.968670e-01	6.535773e-01	1.652331e+00	8.527034e-01	LYZ
c2.all.v2024.1.Hs.symbols.gmt	CAIRO_LIVER_DEVELOPMENT_DN	3/225	7.054192e-02	2.078396e-01	3.760926e+00	9.972276e+00	LYZ;LCN2;LTF
c2.all.v2024.1.Hs.symbols.gmt	CAIRO_LIVER_DEVELOPMENT_UP	1/166	5.070107e-01	5.785691e-01	2.126129e+00	1.444116e+00	SYNE2
c2.all.v2024.1.Hs.symbols.gmt	CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_DN	3/1257	9.071711e-01	9.195136e-01	6.355764e-01	6.192053e-02	CP;TSPAN1;CFTR
c2.all.v2024.1.Hs.symbols.gmt	CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_UP	18/891	3.146268e-08	1.562647e-06	5.876318e+00	1.015102e+02	RPL10A;RPL28;RPL37A;RPS2;RPL31;LINGO1;RPL3;RACK1;GAS5;RPS27;RPL23A;HSP90AA1;LYZ;RPL23;RPS5;RPL13A;RPS3;RPL18A
c2.all.v2024.1.Hs.symbols.gmt	CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN	1/168	5.112097e-01	5.814522e-01	2.100551e+00	1.409418e+00	TMSB4X
c2.all.v2024.1.Hs.symbols.gmt	CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN	3/669	5.419697e-01	6.084762e-01	1.230041e+00	7.534558e-01	RPL3;HSP90AA1;MUC1
c2.all.v2024.1.Hs.symbols.gmt	CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP	2/174	1.681987e-01	3.143929e-01	3.435409e+00	6.123992e+00	S100P;MT-ND4
c2.all.v2024.1.Hs.symbols.gmt	CASTELLANO_NRAS_TARGETS_UP	1/72	2.636969e-01	3.854743e-01	4.942411e+00	6.588010e+00	LCN2
c2.all.v2024.1.Hs.symbols.gmt	CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	1/32	1.270940e-01	2.774918e-01	1.123886e+01	2.318384e+01	RPL13A
c2.all.v2024.1.Hs.symbols.gmt	CEBALLOS_TARGETS_OF_TP53_AND_MYC_UP	1/19	7.751409e-02	2.176237e-01	1.914771e+01	4.896635e+01	HSPH1
c2.all.v2024.1.Hs.symbols.gmt	CERVERA_SDHB_TARGETS_1_DN	1/36	1.418120e-01	2.920236e-01	9.970701e+00	1.947530e+01	LYZ
c2.all.v2024.1.Hs.symbols.gmt	CERVERA_SDHB_TARGETS_2	1/115	3.870107e-01	4.816852e-01	3.080284e+00	2.924122e+00	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	CHANDRAN_METASTASIS_DN	1/316	7.410123e-01	7.728758e-01	1.107664e+00	3.320090e-01	ATF3
c2.all.v2024.1.Hs.symbols.gmt	CHANDRAN_METASTASIS_TOP50_UP	1/37	1.454530e-01	2.960146e-01	9.697092e+00	1.869504e+01	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	CHANDRAN_METASTASIS_UP	1/209	5.898970e-01	6.486690e-01	1.684338e+00	8.890060e-01	NEAT1
c2.all.v2024.1.Hs.symbols.gmt	CHANG_IMMORTALIZED_BY_HPV31_DN	1/60	2.251031e-01	3.589947e-01	5.942435e+00	8.861339e+00	LCN2
c2.all.v2024.1.Hs.symbols.gmt	CHANG_IMMORTALIZED_BY_HPV31_UP	1/73	2.668259e-01	3.878738e-01	4.874018e+00	6.439352e+00	CP
c2.all.v2024.1.Hs.symbols.gmt	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	3/126	1.646785e-02	1.007388e-01	6.806420e+00	2.794951e+01	MUC1;LCN2;S100P
c2.all.v2024.1.Hs.symbols.gmt	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	1/457	8.591564e-01	8.772395e-01	7.605824e-01	1.154597e-01	ANXA2P2
c2.all.v2024.1.Hs.symbols.gmt	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP	3/385	2.235540e-01	3.589947e-01	2.171728e+00	3.253470e+00	RSPH1;AGR2;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	2/465	5.890915e-01	6.484670e-01	1.261582e+00	6.675960e-01	GADD45A;ANXA2P2
c2.all.v2024.1.Hs.symbols.gmt	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	5/455	4.417295e-02	1.752896e-01	2.953063e+00	9.212500e+00	MUC1;RSPH1;TSPAN1;AGR2;S100P
c2.all.v2024.1.Hs.symbols.gmt	CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN	1/106	3.630183e-01	4.614602e-01	3.344426e+00	3.388913e+00	TMSB4X
c2.all.v2024.1.Hs.symbols.gmt	CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_UP	2/50	1.905920e-02	1.086270e-01	1.228782e+01	4.866231e+01	HSP90AA1;DNAJA1
c2.all.v2024.1.Hs.symbols.gmt	CHEBOTAEV_GR_TARGETS_UP	1/77	2.792107e-01	3.967531e-01	4.618329e+00	5.892011e+00	SERPINB4
c2.all.v2024.1.Hs.symbols.gmt	CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN	3/408	2.493903e-01	3.769769e-01	2.046377e+00	2.841878e+00	UBB;LCN2;TSPAN1
c2.all.v2024.1.Hs.symbols.gmt	CHENG_RESPONSE_TO_NICKEL_ACETATE	2/45	1.561449e-02	9.752044e-02	1.370332e+01	5.699974e+01	HSP90AA1;CP
c2.all.v2024.1.Hs.symbols.gmt	CHEN_HOXA5_TARGETS_6HR_UP	1/10	4.156755e-02	1.693553e-01	3.730284e+01	1.186393e+02	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	CHEN_HOXA5_TARGETS_9HR_UP	2/223	2.437037e-01	3.725015e-01	2.669453e+00	3.768739e+00	ATF3;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	CHEN_LIVER_METABOLISM_QTL_CIS	1/95	3.324294e-01	4.388910e-01	3.735591e+00	4.114110e+00	GAS5
c2.all.v2024.1.Hs.symbols.gmt	CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP	1/102	3.520590e-01	4.541713e-01	3.476858e+00	3.629689e+00	ATF3
c2.all.v2024.1.Hs.symbols.gmt	CHEN_METABOLIC_SYNDROM_NETWORK	3/1242	9.027649e-01	9.154923e-01	6.437308e-01	6.584924e-02	ATF3;TMSB4X;LYZ
c2.all.v2024.1.Hs.symbols.gmt	CHEOK_RESPONSE_TO_HD_MTX_UP	1/23	9.305905e-02	2.367331e-01	1.574082e+01	3.737691e+01	LYZ
c2.all.v2024.1.Hs.symbols.gmt	CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_DN	1/20	8.142487e-02	2.220291e-01	1.816495e+01	4.555906e+01	LCN2
c2.all.v2024.1.Hs.symbols.gmt	CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN	2/170	1.622183e-01	3.087476e-01	3.517604e+00	6.397861e+00	CP;S100P
c2.all.v2024.1.Hs.symbols.gmt	CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	1/179	5.336793e-01	6.014344e-01	1.970116e+00	1.237155e+00	S100P
c2.all.v2024.1.Hs.symbols.gmt	CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	3/194	4.945819e-02	1.805210e-01	4.375936e+00	1.315681e+01	DNAJA1;LYZ;RACK1
c2.all.v2024.1.Hs.symbols.gmt	CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP	1/86	3.063248e-01	4.155997e-01	4.130500e+00	4.886833e+00	CP
c2.all.v2024.1.Hs.symbols.gmt	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	2/59	2.597644e-02	1.324862e-01	1.036028e+01	3.782089e+01	TMSB4X;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	1/141	4.514137e-01	5.326069e-01	2.507298e+00	1.994233e+00	ATF3
c2.all.v2024.1.Hs.symbols.gmt	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	1/128	4.200961e-01	5.065436e-01	2.764580e+00	2.397642e+00	TMSB4X
c2.all.v2024.1.Hs.symbols.gmt	CHIARETTI_T_ALL_REFRACTORY_TO_THERAPY	1/30	1.196416e-01	2.710169e-01	1.200190e+01	2.548310e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	CHIBA_RESPONSE_TO_TSA	1/45	1.740360e-01	3.187349e-01	7.950910e+00	1.390211e+01	NEAT1
c2.all.v2024.1.Hs.symbols.gmt	CHIBA_RESPONSE_TO_TSA_DN	1/21	8.531924e-02	2.270101e-01	1.727807e+01	4.252748e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	CHICAS_RB1_TARGETS_CONFLUENT	1/567	9.126707e-01	9.241898e-01	6.097814e-01	5.572191e-02	ANXA2P2
c2.all.v2024.1.Hs.symbols.gmt	CHICAS_RB1_TARGETS_LOW_SERUM	1/103	3.548162e-01	4.560360e-01	3.442781e+00	3.567256e+00	SYNE2
c2.all.v2024.1.Hs.symbols.gmt	CHICAS_RB1_TARGETS_SENESCENT	4/565	2.179183e-01	3.549433e-01	1.907258e+00	2.905966e+00	MMP10;SERPINB3;SERPINB4;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	CHIN_BREAST_CANCER_COPY_NUMBER_UP	1/28	1.121262e-01	2.639902e-01	1.287594e+01	2.817422e+01	MT-CO2
c2.all.v2024.1.Hs.symbols.gmt	CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	7/54	2.935449e-09	1.611407e-07	3.979218e+01	7.817733e+02	RPL21;RPL28;RPL15;RPL27A;RPL32;RPL13A;RPS3
c2.all.v2024.1.Hs.symbols.gmt	CHOI_ATL_STAGE_PREDICTOR	1/44	1.705155e-01	3.170190e-01	8.134059e+00	1.438857e+01	FTL
c2.all.v2024.1.Hs.symbols.gmt	CHO_NR4A1_TARGETS	2/32	8.106295e-03	6.286146e-02	1.955560e+01	9.416247e+01	ATF3;PPP1R15A
c2.all.v2024.1.Hs.symbols.gmt	CHYLA_CBFA2T3_TARGETS_DN	2/246	2.797929e-01	3.973098e-01	2.415796e+00	3.077013e+00	LCN2;LTF
c2.all.v2024.1.Hs.symbols.gmt	COLDREN_GEFITINIB_RESISTANCE_DN	2/230	2.546782e-01	3.794705e-01	2.586847e+00	3.538172e+00	AGR2;TSPAN1
c2.all.v2024.1.Hs.symbols.gmt	COLDREN_GEFITINIB_RESISTANCE_UP	1/86	3.063248e-01	4.155997e-01	4.130500e+00	4.886833e+00	GAS5
c2.all.v2024.1.Hs.symbols.gmt	COLINA_TARGETS_OF_4EBP1_AND_4EBP2	2/359	4.508277e-01	5.325179e-01	1.643659e+00	1.309454e+00	CP;LCN2
c2.all.v2024.1.Hs.symbols.gmt	COLLIS_PRKDC_SUBSTRATES	1/17	6.964305e-02	2.057725e-01	2.147059e+01	5.720564e+01	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN	1/176	5.276546e-01	5.965786e-01	2.004068e+00	1.281227e+00	TMSB4X
c2.all.v2024.1.Hs.symbols.gmt	CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	5/239	3.504840e-03	3.416197e-02	5.729759e+00	3.239383e+01	PPP1R15A;GADD45A;HSPH1;NEAT1;ATF3
c2.all.v2024.1.Hs.symbols.gmt	COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN	1/138	4.443385e-01	5.275413e-01	2.562353e+00	2.078500e+00	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	1/109	3.711172e-01	4.672001e-01	3.251509e+00	3.223017e+00	TMSB4X
c2.all.v2024.1.Hs.symbols.gmt	COWLING_MYCN_TARGETS	1/43	1.669802e-01	3.123952e-01	8.325826e+00	1.490223e+01	MMP10
c2.all.v2024.1.Hs.symbols.gmt	CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	1/23	9.305905e-02	2.367331e-01	1.574082e+01	3.737691e+01	TSPAN1
c2.all.v2024.1.Hs.symbols.gmt	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	1/534	8.991806e-01	9.127449e-01	6.484922e-01	6.891615e-02	GAS5
c2.all.v2024.1.Hs.symbols.gmt	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2	7/471	3.887422e-03	3.658769e-02	3.992219e+00	2.215685e+01	CFAP298;SNTN;DNAAF1;LINGO1;RSPH1;DNAH12;HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	11/726	2.494622e-04	4.564721e-03	4.116049e+00	3.414758e+01	TCN1;LCN2;BPIFA1;S100P;MUC1;BPIFB1;CP;LYZ;GOLGB1;CXCL8;TSPAN1
c2.all.v2024.1.Hs.symbols.gmt	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4	2/307	3.742670e-01	4.694653e-01	1.928031e+00	1.894842e+00	TCN1;RPL28
c2.all.v2024.1.Hs.symbols.gmt	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5	4/491	1.552241e-01	3.038299e-01	2.204318e+00	4.106392e+00	AGR2;MUC1;TSPAN1;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	CROMER_METASTASIS_UP	1/73	2.668259e-01	3.878738e-01	4.874018e+00	6.439352e+00	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	CROMER_TUMORIGENESIS_DN	4/49	5.526781e-05	1.253137e-03	2.410072e+01	2.362671e+02	MUC1;S100P;MSMB;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	CROMER_TUMORIGENESIS_UP	2/58	2.516419e-02	1.299319e-01	1.054413e+01	3.882699e+01	MMP10;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	2/97	6.379344e-02	2.009003e-01	6.227112e+00	1.713767e+01	PPP1R15A;SFTPB
c2.all.v2024.1.Hs.symbols.gmt	CROONQUIST_STROMAL_STIMULATION_UP	3/56	1.734093e-03	1.998518e-02	1.576207e+01	1.002037e+02	TMSB4X;PPP1R15A;SFTPB
c2.all.v2024.1.Hs.symbols.gmt	CUI_GLUCOSE_DEPRIVATION	1/61	2.283943e-01	3.623045e-01	5.843947e+00	8.629651e+00	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	CUI_TCF21_TARGETS_2_DN	5/854	2.952260e-01	4.083829e-01	1.537181e+00	1.875382e+00	GADD45A;TCIM;NEAT1;HSP90AA1;LYZ
c2.all.v2024.1.Hs.symbols.gmt	CUI_TCF21_TARGETS_2_UP	3/437	2.825705e-01	3.988105e-01	1.907242e+00	2.410425e+00	SYNE2;RACK1;CFTR
c2.all.v2024.1.Hs.symbols.gmt	DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	1/466	8.645456e-01	8.810171e-01	7.455671e-01	1.085182e-01	AKAP9
c2.all.v2024.1.Hs.symbols.gmt	DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP	1/75	2.730444e-01	3.925366e-01	4.742741e+00	6.156651e+00	ATF3
c2.all.v2024.1.Hs.symbols.gmt	DACOSTA_UV_RESPONSE_VIA_ERCC3_DN	2/856	8.822801e-01	8.982120e-01	6.719434e-01	8.415801e-02	SYNE2;AKAP9
